Time,Range,
0,951020.547564588,
10,938371.823698592,
20,929037.432614322,
30,923122.023461172,
40,920694.086827515,
50,921782.240806925,
60,926373.632217342,
70,934414.658050866,
80,945813.914013387,
90,960447.376048828,
100,978162.992701546,
110,998789.673452149,
120,1022142.55195678,
130,1048029.64215156,
140,1076257.30042143,
150,1106634.68774028,
160,1138977.19134813,
170,1173108.86668413,
180,1208864.02193823,
190,1246088.0955956,
200,1284637.98077358,
210,1324381.93809072,
220,1365199.21875659,
230,1406979.49688533,
240,1449622.18807699,
250,1493035.71187357,
260,1537136.73950373,
270,1581849.45543004,
280,1627104.85130696,
290,1672840.06358625,
300,1718997.76068381,
310,1765525.58189626,
320,1812375.62773821,
330,1859503.99974784,
340,1906870.38682845,
350,1954437.69466846,
360,2002171.714569,
370,2050040.82800251,
380,2098015.74335325,
390,2146069.26149691,
400,2194176.06712638,
410,2242312.54299786,
420,2290456.60454048,
430,2338587.55253204,
440,2386685.94178825,
450,2434733.46403864,
460,2482712.84336867,
470,2530607.7427932,
480,2578402.68069384,
490,2626082.95600075,
500,2673634.58113196,
510,2721044.2218191,
520,2768299.1430523,
530,2815387.16046683,
540,2862296.59657428,
550,2909016.24131088,
560,2955535.3164374,
570,3001843.44337872,
580,3047930.61413901,
590,3093787.16497008,
600,3139403.75250705,
610,3184771.33211769,
620,3229881.13824039,
630,3274724.66651047,
640,3319293.65749654,
650,3363580.08188831,
660,3407576.12699402,
670,3451274.18442118,
680,3494666.83882733,
690,3537746.85763973,
700,3580507.18165322,
710,3622940.91642492,
720,3665041.3243925,
730,3706801.81765062,
740,3748215.95132607,
750,3789277.4174985,
760,3829980.03961852,
770,3870317.76737994,
780,3910284.67200658,
790,3949874.94191851,
800,3989082.87874513,
810,4027902.89365622,
820,4066329.50398426,
830,4104357.33011403,
840,4141981.09261762,
850,4179195.60961471,
860,4215995.79434023,
870,4252376.65290264,
880,4288333.28221767,
890,4323860.86810378,
900,4358954.68352668,
910,4393610.08698125,
920,4427822.52100023,
930,4461587.51078014,
940,4494900.66291516,
950,4527757.66423113,
960,4560154.28071178,
970,4592086.35651043,
980,4623549.81304084,
990,4654540.64814107,
1000,4685054.93530503,
1010,4715088.8229769,
1020,4744638.53390334,
1030,4773700.3645397,
1040,4802270.68450583,
1050,4830345.93608819,
1060,4857922.63378455,
1070,4884997.36388837,
1080,4911566.78410974,
1090,4937627.62323041,
1100,4963176.68079007,
1110,4988210.82680186,
1120,5012727.00149473,
1130,5036722.21508069,
1140,5060193.54754509,
1150,5083138.14845812,
1160,5105553.23680596,
1170,5127436.10084,
1180,5148784.09794273,
1190,5169594.65450903,
1200,5189865.2658415,
1210,5209593.49605879,
1220,5228776.97801581,
1230,5247413.41323477,
1240,5265500.57184626,
1250,5283036.2925392,
1260,5300018.48251921,
1270,5316445.1174743,
1280,5332314.24154736,
1290,5347623.96731473,
1300,5362372.47577017,
1310,5376558.01631371,
1320,5390178.90674476,
1330,5403233.53325912,
1340,5415720.35044914,
1350,5427637.8813069,
1360,5438984.71722973,
1370,5449759.51802784,
1380,5459961.01193365,
1390,5469587.99561245,
1400,5478639.33417415,
1410,5487113.96118575,
1420,5495010.87868436,
1430,5502329.15719039,
1440,5509067.93572085,
1450,5515226.42180238,
1460,5520803.891484,
1470,5525799.68934917,
