Time,Range,
0,4702526.65303025,
10,4732280.28174524,
20,4761547.57754577,
30,4790324.87936944,
40,4818608.59902429,
50,4846395.22071599,
60,4873681.30061594,
70,4900463.46646718,
80,4926738.4172254,
90,4952502.92273237,
100,4977753.82341949,
110,5002488.03003909,
120,5026702.52342144,
130,5050394.35425561,
140,5073560.64289224,
150,5096198.57916661,
160,5118305.42224048,
170,5139878.50046114,
180,5160915.21123632,
190,5181413.02092385,
200,5201369.46473461,
210,5220782.1466479,
220,5239648.73933802,
230,5257966.98411129,
240,5275734.69085229,
250,5292949.73797891,
260,5309610.07240494,
270,5325713.70950985,
280,5341258.73311486,
290,5356243.29546475,
300,5370665.61721465,
310,5384523.98742154,
320,5397816.76353956,
330,5410542.371419,
340,5422699.30530819,
350,5434286.12785814,
360,5445301.4701293,
370,5455744.03160024,
380,5465612.58017775,
390,5474905.95220819,
400,5483623.05248974,
410,5491762.85428513,
420,5499324.39933485,
430,5506306.79787043,
440,5512709.22862756,
450,5518530.93885902,
460,5523771.24434703,
470,5528429.52941506,
480,5532505.24693873,
490,5535997.91835594,
500,5538907.13367582,
510,5541232.48907795,
520,5542973.83803877,
530,5544130.91242458,
540,5544703.57659599,
550,5544691.76351164,
560,5544095.47472948,
570,5542914.78040665,
580,5541149.81929793,
590,5538800.79875278,
600,5535867.99471103,
610,5532351.75169722,
620,5528252.48281365,
630,5523570.66973221,
640,5518306.8626852,
650,5512461.6804549,
660,5506035.81036251,
670,5499030.00825607,
680,5491445.09849788,
690,5483281.97395139,
700,5474541.59596789,
710,5465224.99437296,
720,5455333.26745319,
730,5444867.58194317,
740,5433829.17301309,
750,5422219.34425735,
760,5410039.4676842,
770,5397290.98370699,
780,5383975.40113729,
790,5370094.29718021,
800,5355649.31743235,
810,5340642.17588284,
820,5325074.65491796,
830,5308948.60532963,
840,5292265.94632867,
850,5275028.66556297,
860,5257238.81914152,
870,5238898.53166477,
880,5220009.99626202,
890,5200575.47463672,
900,5180597.29712026,
910,5160077.86273525,
920,5139019.6392692,
930,5117425.16335947,
940,5095297.0405906,
950,5072637.94560515,
960,5049450.62222919,
970,5025737.88361371,
980,5001502.61239344,
990,4976747.76086433,
1000,4951476.35118146,
1010,4925691.47557901,
1020,4899396.29661403,
1030,4872594.04743606,
1040,4845288.03208461,
1050,4817481.62581681,
1060,4789178.2754676,
1070,4760381.49984511,
1080,4731094.89016402,
1090,4701322.11051987,
1100,4671066.90706472,
1110,4640333.07469848,
1120,4609124.50734673,
1130,4577445.16631117,
1140,4545299.08888479,
1150,4512690.38915062,
1160,4479623.25885053,
1170,4446101.96833002,
1180,4412130.8675647,
1190,4377714.38727551,
1200,4342857.0401396,
1210,4307563.42210486,
1220,4271838.21381661,
1230,4235686.18216576,
1240,4199112.18196851,
1250,4162121.15778871,
1260,4124718.14591491,
1270,4086908.2765053,
1280,4048696.77591493,
1290,4010088.96922103,
1300,3971090.28296366,
1310,3931706.24812078,
1320,3891942.50333834,
1330,3851804.79843857,
1340,3811298.99823127,
1350,3770431.08665614,
1360,3729207.17128641,
1370,3687633.48822768,
1380,3645716.40744886,
1390,3603462.4385867,
1400,3560878.23726907,
1410,3517970.61200764,
1420,3474746.53171571,
1430,3431213.1339133,
1440,3387377.73368863,
1450,3343247.83349248,
1460,3298831.13385129,
1470,3254135.54509406,
1480,3209169.20019979,
1490,3163940.46888439,
1500,3118457.97306023,
1510,3072730.60381775,
1520,3026767.54009625,
1530,2980578.26923211,
1540,2934172.60959551,
1550,2887560.73555351,
1560,2840753.20502731,
1570,2793760.98994576,
1580,2746595.509936,
1590,2699268.6696365,
1600,2651792.9000681,
1610,2604181.20455601,
1620,2556447.20976114,
1630,2508605.2224533,
1640,2460670.29274377,
1650,2412658.28459018,
1660,2364585.95449645,
1670,2316471.0394533,
1680,2268332.35530462,
1690,2220189.90688163,
1700,2172065.01142232,
1710,2123980.43698883,
1720,2075960.55781074,
1730,2028031.52871712,
1740,1980221.48107195,
1750,1932560.74289265,
1760,1885082.08610123,
1770,1837821.00411869,
1780,1790816.0232477,
1790,1744109.05146362,
1800,1697745.76830814,
1810,1651776.05948997,
1820,1606254.49945534,
1830,1561240.88447759,
1840,1516800.81756737,
1850,1473006.34450535,
1854.04118045478,1455509.11556481,
2252.96426703631,1455521.09577569,
2262,1494806.97926267,
2272,1538934.16769847,
2282,1583670.12577105,
2292,1628946.10622159,
2302,1674699.48081119,
2312,1720873.12955939,
2322,1767414.88176095,
2332,1814277.00837068,
2342,1861415.7637533,
2352,1908790.973837,
2362,1956365.66719953,
2372,2004105.74541194,
2382,2051979.68896674,
2392,2099958.29524827,
2402,2148014.44521199,
2412,2196122.89569043,
2422,2244260.09451086,
2432,2292404.01587851,
