Time,Range,
0,4702479.60197848,
10,4672242.93071853,
20,4641527.49001957,
30,4610337.16303658,
40,4578675.90815495,
50,4546547.75972185,
60,4513956.82884241,
70,4480907.30424578,
80,4447403.45322672,
90,4413449.62266899,
100,4379050.24015688,
110,4344209.81518233,
120,4308932.94045529,
130,4273224.29332592,
140,4237088.63732784,
150,4200530.82385264,
160,4163555.79396645,
170,4126168.58038082,
180,4088374.3095909,
190,4050178.20419537,
200,4011585.58541378,
210,3972601.87581859,
220,3933232.6023008,
230,3893483.39928979,
240,3853360.01225042,
250,3812868.30148216,
260,3772014.24624809,
270,3730803.94926402,
280,3689243.64158129,
290,3647339.68790052,
300,3605098.59235687,
310,3562527.00482252,
320,3519631.72777631,
330,3476419.72379638,
340,3432898.12373754,
350,3389074.23566215,
360,3344955.55460087,
370,3300549.77322856,
380,3255864.79355027,
390,3210908.73970323,
400,3165689.97199361,
410,3120217.10230049,
420,3074499.01099574,
430,3028544.86554629,
440,2982364.14098625,
450,2935966.64246871,
460,2889362.53013443,
470,2842562.34656361,
480,2795577.04711159,
490,2748418.03346784,
500,2701097.19082148,
510,2653626.92906705,
520,2606020.22854105,
530,2558290.69084491,
540,2510452.59538406,
550,2462520.96233676,
560,2414511.62286222,
570,2366441.29746576,
580,2318327.68356189,
590,2270189.55341464,
600,2222046.86379081,
610,2173920.8788365,
620,2125834.30788159,
630,2077811.46009161,
640,2029878.41812025,
650,1982063.23316732,
660,1934396.1441115,
670,1886909.82365678,
680,1839639.65469392,
690,1792624.04031345,
700,1745904.75108507,
710,1699527.31329781,
720,1653541.44177229,
730,1608001.52052741,
740,1562967.13388709,
750,1518503.6493885,
760,1474682.85188862,
764.425418802448,1455515.68083705,
1163.34903277585,1455516.80787694,
1173,1497498.52992324,
1183,1541665.21601896,
1193,1586436.26056319,
1203,1631743.31070308,
1213,1677524.09362082,
1223,1723721.8089236,
1233,1770284.57284736,
1243,1817164.91374404,
1253,1864319.31677427,
1263,1911707.81480141,
1273,1959293.62199572,
1283,2007042.80646889,
1293,2054923.99827067,
1303,2102908.12921633,
1313,2150968.20122617,
1323,2199079.08011111,
1333,2247217.31200572,
1343,2295360.95991925,
1353,2343489.45813263,
1363,2391583.48241291,
1373,2439624.83424018,
1383,2487596.33744633,
1393,2535481.74584877,
1403,2583265.66062743,
1413,2630933.45633992,
1423,2678471.21460037,
1433,2725865.6645621,
1443,2773104.12944636,
1453,2820174.47844858,
1463,2867065.08343238,
1473,2913764.77989065,
1483,2960262.83171371,
1493,3006548.89935824,
